Drug ID	Drug Name	CAS Number	Chemical Name	New Molecular Entity	Drug Interactions	Comparative Efficacy	Highest Development Phase	Indication	Molecular Formula	Mechanism Of Action	Organisation	Pharmacodynamic Characteristics	Route Of Administration	Route Of Elimination	Pharmacokinetic Characteristics	Adverse Events	Therapeutic Class (EphMRA)	Therapeutic Class (WHO)	Synonyms/Brand Names	Antimicrobial Activity	Immunogenicity	Last Significant Update Date	Therapeutic Area	Orphan Designation	License Availability	Brands	On Fastrack	Fastrack country	On PRIME	PRIME country	Biomarkers-Inclusion	Biomarkers-Exclusion	Biomarkers-Outcome Measure	Biomarkers-Safety	Biomarkers-not specified	URL
800033444	Research programme: purinoceptor P2Z antagonists - Affectis/Merck Serono			Yes			No development reported (Preclinical)	"Multiple sclerosis, Neuropathic pain, Charcot-Marie-Tooth disease"		Purinergic P2X7 receptor antagonists	"Affectis Pharmaceuticals (Originator), Affectis Pharmaceuticals (Owner), Merck Serono (Licensee), Charcot-Marie-Tooth Association (Collaborator)"		PO				"M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2 (Analgesics), N7X (All other CNS drugs)"	"M01 (Antiinflammatory and Antirheumatic Products), N02 (Analgesics), N07X (Other Nervous System Drugs)"	"AFC5128, AFC5261"			28/05/2019	"Neurological Disorders, Pain"				no		no							https://adis.springer.com/drugs/800033444?userId=52029392&bpIds=3004037004&checksum=0f0c85c2ce04fa52b16624029cc345dccfc9f7bd-1617045532002-71b57df5257bc17ab6e5e2e28824ecd0badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800027038	ICA 105665	1147856-25-4		Yes			No development reported (II)	"Epilepsy, Pain, Neurological disorders"		KCNQ potassium channel agonists	"Icagen (Originator), Icagen, Inc. (Owner)"		PO				"N2B (Non-Narcotics and Anti-Pyretics), N3 (Anti-Epileptics), N7 (Other CNS Drugs)"	"N02B (Other Analgesics and Antipyretics), N03 (Antiepileptics), N07 (Other Nervous System Drugs)"	ICA105665			28/05/2019	"Epilepsy and Seizure Disorders, Neurological Disorders, Pain"				no		no							https://adis.springer.com/drugs/800027038?userId=52029392&bpIds=3004037004&checksum=5139bb25f0d8434a36c4ef65ac31c21c6f07089a-1617045532003-8fd4c3e646178f6049e2f38ce74062f6badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800053943	Dihydroergotamine mesilate - Promius Pharma		C33 H37 N5 O5 . C H4 O3 S	No			Phase II	Migraine	"Ergotamine 9,10-dihydro-, monomethanesulfonate (salt)"	"Serotonin 1B receptor agonists, Serotonin 1D receptor agonists"	"Promius Pharma (Originator), Promius Pharma (Owner)"		Intranasal				N2C (Anti-Migraine Preparations)	N02C-A01 (Dihydroergotamine)	DFN19			23/05/2019	Advances in the Treatment of Nausea and Migraine				no		no							https://adis.springer.com/drugs/800053943?userId=52029392&bpIds=3004037004&checksum=fd03e2d5f41519a69dc97cd660afaf3921494af7-1617045532004-94f1ee46fa528c0ffb38a6d637e83319badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054729	Cannabidiol drug delivery system - Vivera Pharmaceuticals			No			Research	"Alcoholism, Opioid-related disorders, Pain"		"Cannabinoid receptor CB1 inverse agonists, Cannabinoid receptor CB2 inverse agonists, Serotonin 1 receptor modulators, Transient receptor potential channel modulators"	"Vivera Pharmaceuticals (Originator), Vivera Pharmaceuticals (Owner), Sentar Pharmaceuticals (Technology Provider)"		Sublingual				N2 (Analgesics)	"N02 (Analgesics), N02B-G10 (Cannabinoids, including nabiximols)"				22/05/2019	"Drug Delivery Systems, Drug Withdrawal"				no		no							https://adis.springer.com/drugs/800054729?userId=52029392&bpIds=3004037004&checksum=0a4ab3c90f7aac3516a10401486363365ded6735-1617045532005-abb35340e47128b1922706e2e829b34cbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054730	IMB 150			No			Preclinical	Interstitial cystitis		Undefined mechanism	"Imbrium Therapeutics (Originator), Imbrium Therapeutics (Owner)"		unspecified				N2 (Analgesics)	N02 (Analgesics)	"IMB150, IMB9011500"			17/05/2019	Genitourinary Disorders				no		no							https://adis.springer.com/drugs/800054730?userId=52029392&bpIds=3004037004&checksum=c76a2dceb33a64cc621ab9c77e7dc8845457b88d-1617045532006-32e9ed74ba9128e916d82ff746aebdbcbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054731	IMB 1021012			Yes			Preclinical	Neuropathic pain		Undefined mechanism	"Imbrium Therapeutics (Originator), Imbrium Therapeutics (Owner)"		unspecified				N2 (Analgesics)	N02 (Analgesics)	IMB1021012			17/05/2019	Pain				no		no							https://adis.springer.com/drugs/800054731?userId=52029392&bpIds=3004037004&checksum=fe411c18d7ad21d50fb8e48374548dc664c0343e-1617045532006-30747e203ad0ccd5271bc2a744d5c66ebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054747	Research programme: cannabinoid based therapeutics - Altus Formulation - Tetra Bio-Pharma (JV)			No			Research	"Eye disorders, Cancer, Pain"		Cannabinoid receptor modulators	"Altus Formulation - Tetra Bio-Pharma (JV) (Originator), Altus Formulation - Tetra Bio-Pharma (JV) (Owner)"		unspecified				"L1 (Antineoplastics), N2 (Analgesics), S1X (Other Ophthalmologicals)"	"L01 (Antineoplastic Agents), N02 (Analgesics), S01X-A (Other ophthalmologicals)"	"Cannabinoid derived therapeutics Altus Formulation Tetra BioPharma (JV), Cannabinoidreceptor targeted therapeutics Altus Formulation Tetra BioPharma (JV)"			17/05/2019	"Cancer, Eye Disorders, Pain"				no		no							https://adis.springer.com/drugs/800054747?userId=52029392&bpIds=3004037004&checksum=8cbdac1b45317ae125f84f66e5f946dbd5cdeff6-1617045532007-fdffeb11962de11686d52a40aaa54aa6badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054733	Research programme: neuropathic pain therapeutics - Imbrium Therapeutics			Yes			Preclinical	Neuropathic pain		Undefined mechanism	"Imbrium Therapeutics (Originator), Imbrium Therapeutics (Owner), Unknown (Collaborator)"		unspecified				N2 (Analgesics)	N02 (Analgesics)	"IMB 111, IMB2011010"			17/05/2019	Pain				no		no							https://adis.springer.com/drugs/800054733?userId=52029392&bpIds=3004037004&checksum=e636fea9ec563419000c2998887bd8b08a84d2a7-1617045532008-69c1337a43fcfb576843ff3c70df54a7badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800052700	Research programme: cannabis extract therapeutics - MMJ International			No			Preclinical	"Huntington's disease, Multiple sclerosis"		"Cannabinoid receptor modulators, Cannabinoid receptor CB1 inverse agonists, Cannabinoid receptor CB2 inverse agonists, Serotonin 1 receptor modulators, Transient receptor potential channel modulators"	"MMJ International Holdings (Originator), MMJ International Holdings (Owner)"		"unspecified, PO"				"D (Dermatologicals), N2 (Analgesics), N4 (Anti-Parkinson Drugs), N5B (Hypnotics/Sedatives), N6A (Anti-Depressants and Mood Stabilisers), N7 (Other CNS Drugs), R7X (All Other Respiratory System Products)"	"D (Dermatologicals), N02 (Analgesics), N04 (Anti-Parkinson Drugs), N05B (Anxiolytics), N06A (Antidepressants), N07 (Other Nervous System Drugs), R07A-X (Other respiratory system products)"	"Cannabidiolderived medicines MMJ International Holding, Medical marijuana products MMJ International Holdings, MMJ001, MMJ002"			17/05/2019	"Neurological Disorders, Parkinson's Disease and Movement Disorders"	Huntington's disease (USA)			no		no							https://adis.springer.com/drugs/800052700?userId=52029392&bpIds=3004037004&checksum=583578b7db35f2406fe542d4a7b2d60d7ad318f0-1617045532009-c13873fdd58a540c50cd61b4c1c7a603badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800023744	Dasolampanel	503294-13-1	"(3<EM>S</EM>,4a<EM>S</EM>,6<EM>S</EM>,8a<EM>R</EM>)-6-[3-chloro-2-(1<EM>H</EM>-tetrazol-5-yl)phenoxy]-decahydroisoquinoline-3-carboxylic-acid"	No			Discontinued (I)	"Neuropathic pain, Migraine"	C17 H20 Cl N5 O3	"AMPA receptor antagonists, Kainic acid receptor antagonists"	"Eli Lilly and Company (Originator), Horizon Pharma (Originator), Horizon Therapeutics plc (Owner), Raptor Pharmaceutical Corp (Licensee)"		PO				"N2 (Analgesics), N2C (Anti-Migraine Preparations)"	"N02 (Analgesics), N02C (Antimigraine Preparations)"	NGX426			16/05/2019	"Advances in the Treatment of Nausea and Migraine, Pain"				no		no							https://adis.springer.com/drugs/800023744?userId=52029392&bpIds=3004037004&checksum=2892c394b8d2790812cf7743e0df6ca54bc53ad4-1617045532010-9e02aaae58022894139427694a4a9e2ebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800025490	Famotidine/ibuprofen - Horizon Therapeutics plc	1011231-26-7	"Benzeneacetic acid, alpha-methyl-4-(2-methylpropyl)-, mixt. with 3-(((2-((aminoiminomethyl)amino)-4-thiazolyl)methyl)thio)-N-(aminosulfonyl) propanimidamide"	No			Marketed	"Rheumatoid arthritis, Musculoskeletal pain, Osteoarthritis, NSAID-induced ulcer, Ankylosing spondylitis"	C13 H18 O2.C8 H15 N7 O2 S3	"Cyclooxygenase inhibitors, Histamine H2 receptor antagonists"	"Horizon Therapeutics (Originator), Horizon Therapeutics plc (Owner), Grunenthal (Market Licensee)"		PO			"Abdominal pain, Constipation, Diarrhoea, Headache, Nausea"	"A2B1 (H2 antagonists), M1A (Anti-Rheumatics, Non-Steroidal), N2 (Analgesics)"	"A02B-A03 (Famotidine), M02A-A13 (Ibuprofen), N02 (Analgesics)"	"Duexa, Duexis, HZT501, Ibuprofen/famotidine"			16/05/2019	"Pain, Peptic Ulcer Disease, Rheumatic Disease"			"Duexis, Duexis, Duexis, Duexis, Duexis, Duexis, Duexis, Duexis"	no		no							https://adis.springer.com/drugs/800025490?userId=52029392&bpIds=3004037004&checksum=1cb1c51661cfd99b3f90afe54aa20a324b13a769-1617045532013-03805a4269f85e2b896d9eb31608181ebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054666	Research programme: pain therapeutics - LifeArc/University of Kent			Yes			Research	Pain		Potassium channel modulators	"LifeArc (Originator), University of Kent (Originator), LifeArc (Owner), University of Kent (Owner)"		unspecified				N2 (Analgesics)	N02 (Analgesics)				13/05/2019	Pain				no		no							https://adis.springer.com/drugs/800054666?userId=52029392&bpIds=3004037004&checksum=826785c645207d9e59a83cac2c2ed5e7f9a2b60d-1617045532014-5b142456693aaa9b473d9021d0b47358badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800042895	Chlorpheniramine/hydrocodone/pseudoephedrine	956596-07-9	"3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-yl-propan-1-amine/4,5_-epoxy-3-methoxy-17-methylmorphinan-6-one/(S,S)-2-methylamino-1-phenylpropan-1-ol"	No			Marketed	"Nasal congestion, Cough, Common cold"	C16H19ClN2 . C18H21NO3 . C10H15NO	"Alpha adrenergic receptor agonists, Histamine H1 receptor antagonists, Opioid receptor agonists"	"Cypress Pharmaceutical (Originator), Currax Pharmaceuticals (Owner)"		PO				"R1B (Systemic Nasal Preparations), R5D (Antitussives), R6 (Systemic Antihistamines)"	"N02A-F (Morphinan derivatives), R01B-A02 (Pseudoephedrine), R05D-A03 (Hydrocodone), R06A-B04 (Chlorphenamine), R06A-B54 (Chlorphenamine, combinations)"	"Chlorpheniramine/hydrocodone/pseudoephedrine Currax Pharmaceuticals, Chlorpheniramine/pseudoephedrine/hydrocodone, Hydrocodone/chlorpheniramine/pseudoephedrine, Hydrocodone/pseudoephedrine/chlorpheniramine, Pseudoephedrine/chlorpheniramine/hydrocodone, Pseudoephedrine/hydrocodone/chlorpheniramine, ZUTRIPRO"			09/05/2019	Respiratory Tract Disorders			"ZUTRIPRO, ZUTRIPRO, ZUTRIPRO"	no		no							https://adis.springer.com/drugs/800042895?userId=52029392&bpIds=3004037004&checksum=fb0ffeb9dc2801159149fe3fb6d79c9d5a8efb9d-1617045532022-d00650c7ba2e3141e6dc3459394496a1badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800042793	Hydrocodone/chlorpheniramine - Currax Pharmaceuticals		"(4R,4aR,7aR,12bS)-9-methoxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-7-one/ 3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine"	No			Marketed	"Common cold, Cough"	C18 H21 NO3 C4H6O6 2.5H2O . C16 H19 ClN2 C4H4O4	"Histamine H1 receptor antagonists, Opioid receptor agonists"	"Cypress Pharmaceutical (Originator), Currax Pharmaceuticals (Owner)"		PO				"N2A (Narcotics), R5D2 (Antitussives in combinations), R6A (Systemic Antihistamines)"	"N02A-F (Morphinan derivatives), R05D-A03 (Hydrocodone), R06A (Antihistamines for Systemic Use), R06A-B54 (Chlorphenamine, combinations)"	"Chlorpheniramine/hydrocodone Currax Pharmaceuticals, Vituz"			09/05/2019	Respiratory Tract Disorders			"Vituz, Vituz"	no		no							https://adis.springer.com/drugs/800042793?userId=52029392&bpIds=3004037004&checksum=4ebf4e9ee34adb9023af415f95f7dbb60ccfcc3a-1617045532023-ec89b4ee8ecb8314a056edd5f50067c3badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800027542	Hydrocodone controlled-release - Currax Pharmaceuticals	125-29-1	"Morphinan-6-one, 4,5-alpha-epoxy-3-methoxy-17-methyl-"	No			Marketed	Pain	C18 H21 N O3	Opioid receptor agonists	"Daravita (Originator), Perrigo (Owner), Currax Pharmaceuticals (Licensee), Endo International (Licensee), Altus Formulation Inc (Technology Provider)"		PO			"Abdominal pain, Back pain, Constipation, Dizziness, Fatigue, Headache, Muscle spasticity, Nausea, Oedema, Pruritus, Respiratory tract infections, Somnolence, Tremor, Urinary tract infections, Vomiting, Xerostomia"	N2A (Narcotics)	N02A-F (Morphinan derivatives)	"AFI001, Hydrocodone bitartrate, Hydrocodone ER, Hydrocodone extended release, Zohydro ER, ZX 007, ZX002"			09/05/2019	Pain		Altus Formulation Inc |  | Unspecified |  (Excluding USA) | 29 Jul 2016	Zohydro ER	no		no				"ER alpha, gamma-glutamyltransferase light chain 1, Uric acid"			https://adis.springer.com/drugs/800027542?userId=52029392&bpIds=3004037004&checksum=4625fb259b3dc25cac29bd869d0fa60700f028d2-1617045532024-f43a7937a0ae19bc31e9f3529ee7b5eebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054625	Research programme: ion channel modulators - Daiichi Sankyo			Yes			Preclinical	Pain		Ion channel modulators	"LifeArc (Originator), Oxford University Nuffield Department of Clinical Neurosciences (Originator), LifeArc (Owner), Oxford University Nuffield Department of Clinical Neurosciences (Owner), Daiichi Sankyo Inc (Licensee)"		unspecified				N2 (Analgesics)	N02 (Analgesics)				09/05/2019	Pain				no		no							https://adis.springer.com/drugs/800054625?userId=52029392&bpIds=3004037004&checksum=f4782f050d5e84ef49ba9a6ccbe3a579c52b785d-1617045532025-0b99ac6f32f010287f68a77692a9daa4badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800048233	Sumatriptan transmucosal - Targia Pharmaceuticals			No			No development reported (I)	Migraine		Serotonin 1 receptor agonists	"Targia Pharmaceuticals (Originator), Targia Pharmaceuticals (Owner), SoluBest (Collaborator)"		Sublingual				N2C1 (Antimigraine triptans)	N02C-C01 (Sumatriptan)	"Omexa, Omexa Sumatriptan"			28/04/2019	Advances in the Treatment of Nausea and Migraine			Omexa	no		no							https://adis.springer.com/drugs/800048233?userId=52029392&bpIds=3004037004&checksum=29a0a20844034323462206099336bfbb08f3c30f-1617045532026-084b2b349e8c5ffe9bc2ad4ee019a1f1badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800033087	Botulinum toxin A topical - Revance Therapeutics	93384-43-1		No			Phase II	"Migraine, Neuropathic pain, Facial wrinkles, Hyperhidrosis"		"Acetylcholine inhibitors, Glutamate antagonists, Membrane transport protein modulators, Neuromuscular blocking agents"	"Revance Therapeutics (Originator), Revance Therapeutics (Owner)"		Topical				"D (Dermatologicals), M3A (Muscle Relaxants, Peripherally Acting), N2 (Analgesics), N2C (Anti-Migraine Preparations), R3 (Anti-Asthma and COPD Products)"	"D (Dermatologicals), M03A-X01 (Botulinum toxin), N02 (Analgesics), N02C-X (Other antimigraine preparations), R03 (Drugs for Obstructive Airway Diseases)"	"RT 001 Revance, RT001"			28/04/2019	"Advances in the Treatment of Nausea and Migraine, Pain, Skin Disorders"				no		no		Bilirubin		"absent in melanoma 2, Bilirubin, C-X-C motif chemokine ligand 11, CCL5, CD40L, chromosome 7 open reading frame 49, CXCL10, D-Urobilinogen, G-CSF, ICAM-1, IFN-gamma, IL1 alpha, MIF, NGF, period circadian clock 3 pseudogene, PSA, Uric acid"		"bax, Creatinine, E-cadherin, IL1 beta, IL6, IL8, Ki67, purinergic receptor P2X 3, RAGE, TGF-beta, TJP1, TNF-alpha, TRP-V1, Tryptases"	https://adis.springer.com/drugs/800033087?userId=52029392&bpIds=3004037004&checksum=cf2c2642b744dcc126e39d3f89383df4bf733eea-1617045532028-9be1448c8b5728a0b34d44ce360313b5badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800045002	SWT 06101			No			No development reported (I)	Fibromyalgia			"SWITCH Biotech (CEASED) (Originator), SWITCH Biotech (CEASED) (Owner)"		Topical				N2 (Analgesics)	N02 (Analgesics)	SWT06101			28/04/2019	Pain				no		no							https://adis.springer.com/drugs/800045002?userId=52029392&bpIds=3004037004&checksum=962854bcfa76eb0465573191224fd106cffdd975-1617045532029-7fe4d66b597d8f24728309d477773376badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800035461	Research programme: CNS therapeutics - Ossianix			Yes			No development reported (Research)	"CNS disorders, Pain"		Ion channel modulators	"Ossianix (Originator), Ossianix (Owner), Lundbeck A/S (Collaborator)"		unspecified				"N (Nervous System), N2 (Analgesics)"	"N (Nervous System), N02 (Analgesics)"	AntiCD20/TfR1 bispecific antibodies			28/04/2019	"Neurological Disorders, Pain"				no		no							https://adis.springer.com/drugs/800035461?userId=52029392&bpIds=3004037004&checksum=d13ac661a907f2946b4f7e4f55764721e89daf85-1617045532030-5f428987b43772a1dc38ae21d320d337badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800040835	Research programme: cannabinoid-based therapeutics - InMed Pharmaceuticals			Yes			No development reported (Preclinical)	"Inflammation, Pain, Arthritis, Joint disorders, Musculoskeletal pain, Chronic obstructive pulmonary disease"		"Gene expression modulators, Interleukin 6 inhibitors, Immunomodulators"	"Cannabis Technologies (Originator), InMed Pharmaceuticals (Owner), Mitacs (Funder), National Research Council Canada (Funder), University of British Columbia (Collaborator)"		"unspecified, Topical, Transdermal"				"L4 (Immunosuppressants), M1 (Anti-Inflammatory and Anti-Rheumatic Products), M5X (All Other Musculoskeletal Products), N2 (Analgesics), N7X (All other CNS drugs)"	"L04 (Immunosuppressants), M01 (Antiinflammatory and Antirheumatic Products), M09A-X (Other drugs for disorders of the musculo-skeletal system), N02 (Analgesics), N07X (Other Nervous System Drugs)"	"CTI091, Delta9tetrahydrocannabinol InMed Pharmaceuticals, Dronabinol InMed Pharmaceuticals, INM405"			28/04/2019	"Inflammation, Musculoskeletal Disorders, Pain, Respiratory Tract Disorders, Rheumatic Disease"				no		no							https://adis.springer.com/drugs/800040835?userId=52029392&bpIds=3004037004&checksum=08e9b73bf321ddf45e5f25eb1354c99c17eb80e6-1617045532031-a313294880109243a33b4134c72293c6badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800054546	Buprenorphine controlled release - Lyndra Therapeutics	52485-79-7	"(2S)-2-[(-)-(5R,6R,7R,14S)- 9_-cyclopropylmethyl-4,5-epoxy- 6,14-ethanomorphinan-7-yl]-3-hydroxy- 6-methoxy-3,3-dimethylbutan-2-ol"	No			Preclinical	Opioid-related disorders	C29 H41 N O4	"Nociceptin receptor agonists, Opioid delta receptor antagonists, Opioid kappa receptor antagonists, Opioid mu receptor agonists"	"Lyndra (Originator), Lyndra (Owner), Massachusetts Institute of Technology (Technology Provider), National Institute of Allergy and Infectious Diseases (Funder)"		PO				"N2A (Narcotics), N7F (Drugs Used In Opioid Dependence)"	"N02A-E01 (Buprenorphine), N07B-C01 (Buprenorphine)"	"LYN013, Ultralongacting oral buprenorphine Lyndra Therapeutics"			26/04/2019	Drug Withdrawal				no		no							https://adis.springer.com/drugs/800054546?userId=52029392&bpIds=3004037004&checksum=33f5b1ce921451c320045157843711b658aee9e5-1617045532032-899849ff75ba242e5e4e66f8baf368ddbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800013776	Morphine intranasal - Adhera Therapeutics	57-27-2	"9<EM>H</EM> -9,9c-Iminoethanophenanthro[4,5-<EM>bcd</EM>]furan-3,5-diol, 4a,5,7a,8-tetrahydro-12-methyl-, gluconate"	No			Discontinued (II)	"Cancer pain, Pain, Dental pain"	C17 H19 N O3 . C6 H12 O7	Opioid mu receptor agonists	"Nastech Pharmaceutical Company (Originator), Adhera Therapeutics (Owner)"		Intranasal				N2A (Narcotics)	N02A-A01 (Morphine)				17/04/2019	"Drug Delivery Systems, Pain"				no		no		OPRM1	"CYP2D6, UDP glucuronosyltransferase family 2 member B7"	"5-hydroxytryptamine receptor 3B, ACTH, Annexin A5, arrestin, beta 2, BNP, CD3d, CD3e, CD3g, CD4, CD56, CD8a, CKB, CKM, COMT, D-dimer, EH domain containing 2, hyaluronan synthase 3, Hydrocortisone, IL10, IL17, IL6, KRAS, Leptin, LIM homeobox transcription factor 1, beta, MDR1, Morphine-3-glucuronide, natural killer cell triggering receptor, NRAS, OPRM1, Prolactin, purinergic receptor P2Y12, sphingolipid transporter 1 (putative), symplekin, Testosterone, TNF-alpha, troponin I, cardiac, UDP glucuronosyltransferase family 2 member B7, vasodilator-stimulated phosphoprotein"	"ACTH, CD3e, CD4, CD56, CD8a, Hydrocortisone, Prolactin"	"CEA, CRP, Cytokeratin 20, exo/endonuclease G, GM-CSF, HIF, IL1 beta, IL2, IL4, IL5, IL8, Luteinizing hormone, PGE2, Retinoyl b-glucuronide, VEGF-A"	https://adis.springer.com/drugs/800013776?userId=52029392&bpIds=3004037004&checksum=1e0ac49d55a2cb991d4715796ceb803c6d153f5c-1617045532034-2212c8fcf11ffbd114f6404ce5d6cf15badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
